"","CustomerID","Age","CommuteTime","EducationYears","EmploymentLength","Gender","HouseholdSize","JobCategory","MaritalStatus","PoliticalPartyMem","Retired","TownSize","UnionMember","CardItemsMonthly","CardSpendMonth","CardTenure","CreditDebt","DebtToIncomeRatio","HHIncome","LoanDefault","OtherDebt","CarBrand","CarOwnership","CarsOwned","CarValue","HomeOwner","Internet","NumberBirds","NumberCats","NumberDogs","NumberPets","OwnsFax","OwnsGameSystem","OwnsMobileDevice","OwnsPC","ActiveLifestyle","NewsSubscriber","TVWatchingHours","Votes","CallerID","CallForward","CallingCard","CallWait","DataLastMonth","DataOverTenure","EquipmentLastMonth","EquipmentOverTenure","EquipmentRental","Multiline","Pager","PhoneCoTenure","Region","ThreeWayCalling","VM","VoiceLastMonth","VoiceOverTenure","WirelessData","CreditCard","EBilling","TotalDebt","AvgCardSpendMonth","AvgValuePerCar","TechOwnership","NumAddOns","CardSpendMonthScaled","DataOverTenureScaled","VoiceOverTenureScaled","HHIncomeScaled","CarValueScaled"
"3878","5818-QGNWFO-WG9",33,23,14,12,"Male",4,"Crafts","Married","No","No",2,"No",11,4826.3,9,1.71288,5.2,36000,"No",0.15912,"Foreign","Own",3,14800,"No",2,0,1,0,1,"No","No","No","Yes","No","No",19,"Yes","No","No","No","No",0,0,0,0,"No","Yes","No",19,4,"No","No",13.5,80.05,"No","AMEX","No",1.872,438.754545454545,4933.33333333333,1,1,0.592087823933027,-0.421561662771884,-0.641776774785836,-0.338758452829377,-0.565370082533488
"3879","4127-FXKNGV-3HP",44,23,11,17,"Female",1,"Labor","Unmarried","No","No",3,"Yes",12,3985.3,23,0.456754,5.3,62000,"No",2.829246,"Foreign","Own",2,29700,"No",0,0,0,0,7,"No","No","No","Yes","Yes","Yes",16,"No","Yes","Yes","Yes","Yes",0,0,0,0,"No","Yes","Yes",58,3,"No","No",90,1655.15,"No","Visa","No",3.286,332.108333333333,14850,1,2,0.248569648273629,-0.421561662771884,0.966861577862301,0.130746215370574,0.193061525199307
"3880","1226-LBGDPO-XZ6",71,24,11,9,"Male",2,"Sales","Married","No","Yes",2,"No",12,2791.9,38,0.140107,4.7,11000,"No",0.376893,"Foreign","Lease",2,7200,"No",1,0,0,0,0,"No","Yes","Yes","Yes","No","Yes",15,"No","Yes","Yes","Yes","Yes",38.8,2730.4,0,0,"No","Yes","No",71,4,"Yes","Yes",83.1,1928.45,"Yes","Visa","No",0.517,232.658333333333,3600,3,3,-0.23889122072985,2.30610170872489,1.24598091109748,-0.790205249175483,-0.952221103927397
"3881","1185-HDYZLU-09O",68,29,11,11,"Female",2,"Sales","Married","No","Yes",4,"No",8,3088.3,29,0.074844,3.6,11000,"No",0.321156,"Domestic","Own",0,25907.1507883633,"No",0,0,3,0,4,"No","No","No","No","Yes","No",18,"Yes","No","No","Yes","No",0,0,0,0,"No","Yes","No",62,5,"No","No",36.45,687.1,"No","Visa","No",0.396,386.0375,Inf,0,1,-0.117822508166894,-0.421561662771884,-0.0218009561234961,-0.790205249175483,0
"3882","6572-WBWIQP-FTE",57,26,13,17,"Female",2,"Labor","Married","Yes","Yes",3,"Yes",6,1953.6,4,0.4466,3.5,29000,"No",0.5684,"Domestic","Own",4,15400,"Yes",0,0,0,0,4,"No","No","No","No","No","No",21,"Yes","No","No","No","No",0,0,0,0,"No","No","No",11,3,"No","No",15.15,57.15,"No","Visa","Yes",1.015,325.6,3850,0,0,-0.581306543744443,-0.421561662771884,-0.66516438082713,-0.465163555806286,-0.534829212423442
"3883","0740-RKMLMA-841",41,33,14,1,"Male",5,"Sales","Married","No","No",4,"Yes",10,1805.1,3,0.480029,15.1,17000,"No",2.086971,"Foreign","Lease",2,6500,"No",1,0,0,0,0,"No","No","No","Yes","Yes","No",23,"Yes","No","No","No","No",0,0,0,0,"No","No","No",12,1,"No","No",10.95,38.35,"No","Mast","No",2.567,180.51,3250,1,0,-0.641963439208677,-0.421561662771884,-0.684364686223476,-0.681858018052417,-0.987852119055783
"3884","1387-YTTEPG-UWM",66,35,13,25,"Male",2,"Labor","Married","No","Yes",5,"No",17,4357.6,7,0.236052,16.6,18000,"No",2.751948,"Domestic","Own",2,8500,"No",0,0,2,0,2,"No","No","No","No","No","No",21,"No","No","No","No","No",0,0,0,0,"No","No","No",18,5,"No","No",15.9,70.15,"No","Visa","No",2.988,256.329411764706,4250,0,0,0.40064077407386,-0.421561662771884,-0.651887573904125,-0.663800146198573,-0.886049218688965
"3885","2726-JQACBX-VTZ",31,24,12,4,"Male",5,"Sales","Married","No","No",4,"No",5,689.8,13,0.726327,6.3,27000,"No",0.974673,"Domestic","Own",5,11300,"Yes",1,0,1,0,6,"No","No","No","Yes","No","No",22,"Yes","Yes","Yes","Yes","Yes",0,0,0,0,"No","No","No",44,3,"Yes","No",45.3,712.85,"No","Mast","No",1.701,137.96,2260,1,1,-1.09752327430134,-0.421561662771884,0.00449733451245689,-0.501279299513975,-0.74352515817542
"3886","6495-YYHFOG-2ZD",61,20,18,25,"Female",2,"Labor","Married","No","No",2,"No",16,9966,31,5.430132,5.4,274000,"No",9.365868,"Foreign","Own",1,87400,"No",0,0,0,0,0,"No","No","No","Yes","No","Yes",24,"Yes","Yes","Yes","Yes","Yes",31.75,1818.7,0,0,"No","Yes","Yes",61,3,"Yes","Yes",63.6,1271.65,"Yes","Disc","Yes",14.796,622.875,87400,1,4,2.69146994930355,1.39531548846646,0.575195773633642,3.95901504838555,3.13007520078201
"3887","6082-ZTDRNG-W1I",33,30,17,7,"Male",2,"Labor","Married","Yes","No",4,"No",12,4194.2,15,0.524,5,40000,"No",1.476,"Domestic","Own",0,25907.1507883633,"Yes",0,0,0,0,3,"No","No","Yes","No","No","No",21,"No","Yes","Yes","No","Yes",0,0,0,0,"No","Yes","No",51,4,"No","No",38.25,685.1,"No","Mast","No",2,349.516666666667,Inf,1,1,0.333897765866076,-0.421561662771884,-0.0238435418039584,-0.266526965414,0
"3888","8590-ODBHMF-7EP",29,22,19,3,"Female",1,"Agriculture","Unmarried","No","No",4,"No",9,1769.4,9,0.054496,2.6,16000,"No",0.361504,"Foreign","Lease",6,6100,"No",0,0,3,0,3,"Yes","Yes","Yes","Yes","Yes","No",21,"Yes","No","No","No","No",28.1,624.15,34.4,750.35,"Yes","Yes","Yes",23,5,"Yes","Yes",15.9,130.9,"Yes","Disc","Yes",0.416,196.6,1016.66666666667,4,4,-0.656545601956644,0.201962763436625,-0.58984403386008,-0.699915889906262,-1.00821269912915
"3889","4113-SDMMYG-G8Z",35,35,20,3,"Male",4,"Professional","Married","No","No",5,"No",9,2312.8,13,0.57105,1.8,235000,"No",3.65895,"Foreign","Own",2,83300,"Yes",3,0,0,0,6,"Yes","Yes","Yes","Yes","Yes","No",17,"Yes","Yes","Yes","Yes","Yes",32.05,563.25,43.35,714.45,"Yes","Yes","Yes",18,5,"Yes","Yes",21.6,119.55,"Yes","Disc","Yes",4.23,256.977777777778,41650,4,4,-0.434586295591226,0.141123802359803,-0.601435707596704,3.25475804608563,2.92137925503003
"3890","9246-LLUDZC-NK7",19,27,14,0,"Female",5,"Sales","Married","Yes","No",3,"No",9,1413.6,1,1.395387,10.7,23000,"No",1.065613,"Domestic","Own",2,9600,"Yes",0,0,0,0,0,"No","Yes","Yes","No","Yes","No",20,"Yes","Yes","Yes","Yes","Yes",0,0,0,0,"No","No","No",20,5,"No","No",38.1,250.9,"No","Visa","No",2.461,157.066666666667,4800,2,0,-0.801877072705293,-0.421561662771884,-0.467288893032338,-0.573510786929352,-0.830057623487215
"3891","1707-MZDKNH-2Y0",21,27,16,0,"Male",1,"Labor","Unmarried","No","No",5,"Yes",11,1671.6,4,0.0848,2.5,16000,"No",0.3152,"Foreign","Own",4,9300,"Yes",2,0,0,1,4,"No","No","Yes","Yes","Yes","No",16,"No","No","No","No","No",0,0,19.35,153.5,"Yes","No","No",8,4,"No","No",20.55,51.2,"No","Disc","Yes",0.4,151.963636363636,2325,2,0,-0.696493375535109,-0.421561662771884,-0.671241073226506,-0.699915889906262,-0.845328058542238
"3892","7898-VVDOKL-C9F",42,23,15,6,"Female",5,"Sales","Married","Yes","No",2,"No",14,3077.4,16,0.6289,5,38000,"No",1.2711,"Domestic","Own",3,17300,"Yes",4,0,0,0,0,"No","Yes","Yes","Yes","Yes","Yes",18,"Yes","Yes","Yes","Yes","Yes",0,0,0,0,"No","Yes","Yes",45,2,"Yes","No",20.7,318.5,"No","Mast","No",1.9,219.814285714286,5766.66666666667,3,3,-0.122274765140363,-0.421561662771884,-0.39824949703271,-0.302642709121688,-0.438116457074965
"3893","4744-PXITHF-915",64,17,15,20,"Male",1,"Crafts","Unmarried","Yes","No",2,"No",11,1852.5,28,1.45125,7.5,90000,"No",5.29875,"Foreign","Own",2,52900,"Yes",4,0,1,3,4,"No","No","Yes","Yes","No","Yes",18,"No","Yes","Yes","Yes","Yes",41.1,2445.1,33.95,2025.5,"Yes","Yes","Yes",62,5,"Yes","Yes",115.95,2353.3,"Yes","Disc","No",6.75,168.409090909091,26450,2,4,-0.622602248333225,2.02108765954234,1.6798771742697,0.636366627278213,1.3739751694544
"3894","3120-WKGJZA-3O5",58,30,15,8,"Male",2,"Professional","Married","No","No",3,"No",13,6440.6,29,0.57375,8.5,75000,"No",5.80125,"Domestic","Own",2,34300,"Yes",2,0,0,0,0,"No","Yes","Yes","Yes","Yes","No",20,"No","No","No","Yes","No",0,0,0,0,"No","No","No",46,5,"No","No",41.1,574.6,"No","AMEX","No",6.375,495.430769230769,17150,3,0,1.25147116634321,-0.421561662771884,-0.136696400649504,0.365498549470549,0.427208196042989
"3895","6454-DJXEDN-YR3",43,27,22,4,"Female",1,"Professional","Unmarried","Yes","No",5,"No",5,1208.1,18,1.35828,12.6,35000,"No",3.05172,"Domestic","Own",3,18200,"Yes",3,0,4,0,4,"Yes","No","Yes","Yes","Yes","No",18,"Yes","No","Yes","Yes","No",0,0,44.3,1598.4,"Yes","Yes","Yes",37,5,"No","No",28.35,347.6,"No","Mast","Yes",4.41,241.62,6066.66666666667,3,2,-0.885816412893172,-0.421561662771884,-0.368529875381983,-0.356816324683221,-0.392305151909897
"3896","0721-UPHBYA-KDA",50,26,9,4,"Female",2,"Sales","Married","No","No",1,"Yes",3,443.7,9,0.1884,2.4,25000,"No",0.4116,"Foreign","Own",2,16500,"Yes",0,0,1,0,1,"No","No","No","No","No","Yes",13,"No","Yes","No","No","No",0,0,0,0,"No","No","No",16,2,"Yes","No",14.85,70.45,"No","Disc","No",0.6,147.9,8250,0,1,-1.19804625055553,-0.421561662771884,-0.651581186052055,-0.537395043221663,-0.478837617221692
"3897","4706-MHDIDJ-AN6",74,34,19,37,"Female",1,"Labor","Unmarried","Yes","Yes",2,"Yes",6,1241.9,40,0.626886,2.6,27000,"No",0.075114,"Domestic","Own",4,9800,"Yes",0,0,1,0,1,"No","No","No","Yes","No","Yes",22,"No","No","No","Yes","No",0,0,0,0,"No","Yes","No",72,3,"No","No",187.5,4390.15,"No","Mast","No",0.702,206.983333333333,2450,1,1,-0.872010331635993,-0.421561662771884,3.76009749589459,-0.501279299513975,-0.819877333450533
"3898","1181-IYWSXJ-S0C",28,25,10,1,"Female",3,"Sales","Married","No","No",1,"No",16,2654.2,10,0.08775,9,25000,"No",2.16225,"Domestic","Own",2,11500,"Yes",1,0,1,0,8,"No","Yes","Yes","Yes","Yes","Yes",26,"No","No","No","Yes","No",0,0,28.15,1906.35,"Yes","Yes","No",69,1,"No","No",117.6,2683.15,"No","Othe","No",2.25,165.8875,5750,3,1,-0.295136705614866,-0.421561662771884,2.01675061761996,-0.537395043221663,-0.733344868138738
"3899","1541-VVBZZE-2V2",65,29,8,32,"Female",1,"Crafts","Unmarried","No","No",2,"Yes",8,2721.1,37,2.4095,6.1,125000,"No",5.2155,"Foreign","Own",3,46200,"Yes",0,0,0,0,0,"No","No","Yes","No","Yes","Yes",29,"Yes","Yes","Yes","Yes","No",0,0,0,0,"No","Yes","No",71,1,"Yes","No",116.25,2761.55,"No","Visa","No",7.625,340.1375,15400,1,2,-0.267810467860272,-0.421561662771884,2.09681997629408,1.26839214216276,1.03293545322556
"3900","8632-GOCPQE-72H",65,27,18,3,"Male",2,"Professional","Married","Yes","No",5,"No",9,1476.7,14,3.770712,19.8,36000,"Yes",3.357288,"Domestic","Own",2,18900,"No",2,0,2,0,6,"No","No","No","Yes","No","No",18,"Yes","No","No","Yes","No",0,0,0,0,"No","Yes","No",34,1,"No","No",22.65,272.65,"No","Disc","Yes",7.128,164.077777777778,9450,1,1,-0.776102997932276,-0.421561662771884,-0.44507577375731,-0.338758452829377,-0.356674136781511
"3901","9402-KGKHDE-WVK",58,16,10,22,"Female",2,"Crafts","Married","No","No",1,"Yes",10,5270.1,28,0.7847,5.9,76000,"No",3.6993,"Domestic","Own",0,25907.1507883633,"Yes",0,0,0,0,5,"No","No","No","No","No","No",20,"Yes","Yes","Yes","Yes","Yes",0,0,0,0,"No","No","No",40,3,"Yes","No",23.4,390.75,"No","Othe","No",4.484,527.01,Inf,0,1,0.773364121623444,-0.421561662771884,-0.324461089326007,0.383556421324393,0
"3902","4450-XGEADS-DGC",29,28,15,5,"Female",1,"Crafts","Unmarried","No","No",1,"Yes",11,1941.3,11,0.412335,4.9,45000,"No",1.792665,"Foreign","Own",2,21200,"No",0,0,1,0,1,"No","No","No","No","Yes","No",16,"No","Yes","Yes","Yes","Yes",0,0,0,0,"No","No","No",42,2,"Yes","No",38.55,557.45,"No","Mast","No",2.205,176.481818181818,10600,0,1,-0.58633065023744,-0.421561662771884,-0.154211572859469,-0.176237606144778,-0.23960080135967
"3903","1866-CKCXLR-VFF",40,22,18,9,"Female",1,"Labor","Unmarried","No","No",4,"Yes",9,4095.4,18,0.538356,2.9,84000,"No",1.897644,"Foreign","Own",2,33600,"Yes",3,0,0,0,0,"No","Yes","Yes","Yes","No","Yes",20,"No","Yes","Yes","Yes","No",0,0,34.85,1339.7,"Yes","Yes","No",42,4,"Yes","Yes",25.5,349.2,"No","Disc","No",2.436,455.044444444444,16800,3,3,0.293541528345091,-0.421561662771884,-0.366895806837613,0.528019396155147,0.391577180914602
"3904","0417-AAEGSX-04Q",28,25,11,5,"Female",5,"Crafts","Married","Yes","No",3,"Yes",11,4739.4,4,0.272,12.8,25000,"No",2.928,"Foreign","Own",3,15100,"Yes",0,2,0,0,2,"No","Yes","No","Yes","No","No",28,"No","Yes","Yes","Yes","Yes",38.6,143.2,0,0,"No","No","Yes",5,1,"Yes","Yes",5.85,6.85,"Yes","Visa","Yes",3.2,430.854545454545,5033.33333333333,2,3,0.556592307328031,-0.278505189435253,-0.716535410690759,-0.537395043221663,-0.550099647478465
"3905","2432-GMKJZY-WRF",38,25,14,5,"Female",5,"Professional","Married","No","No",4,"No",9,2642.7,7,0.663586,7.7,31000,"No",1.723414,"Foreign","Own",4,17300,"Yes",0,0,1,0,1,"No","No","Yes","No","Yes","No",17,"No","No","No","No","No",0,0,0,0,"No","No","No",23,4,"No","No",21.15,142.3,"No","Visa","No",2.387,293.633333333333,4325,1,0,-0.299834040953848,-0.421561662771884,-0.578201295481445,-0.429047812098598,-0.438116457074965
"3906","7305-NXHYEK-ON9",37,24,19,4,"Female",4,"Professional","Unmarried","No","No",1,"Yes",13,2838.2,13,2.426256,17.4,84000,"Yes",12.189744,"Foreign","Lease",2,39900,"Yes",3,0,0,0,0,"Yes","Yes","Yes","Yes","Yes","No",25,"Yes","Yes","Yes","Yes","Yes",43.95,1061,42.4,983.45,"Yes","Yes","Yes",25,5,"Yes","Yes",18.9,175.3,"Yes","Disc","Yes",14.616,218.323076923077,19950,4,4,-0.219979340191169,0.638374916908045,-0.544498631753816,0.528019396155147,0.71225631707008
"3907","9953-WBREQG-X9M",42,26,19,3,"Female",2,"Professional","Unmarried","Yes","No",2,"Yes",12,7030.6,17,4.308416,22.4,59000,"Yes",8.907584,"Foreign","Own",1,41000,"Yes",1,0,0,0,0,"No","Yes","Yes","Yes","No","Yes",17,"No","Yes","No","Yes","Yes",0,0,31.7,1179.85,"Yes","Yes","No",43,3,"Yes","No",32.4,486.55,"No","Mast","No",13.216,585.883333333333,41000,3,2,1.49246489243007,-0.421561662771884,-0.22662123523186,0.0765725998090412,0.768247912271829
"3908","4001-AOWFME-CMG",31,25,17,6,"Female",1,"Crafts","Unmarried","Yes","No",3,"Yes",11,9638.1,13,10.55564,21.5,152000,"Yes",22.12436,"Domestic","Own",1,63200,"Yes",4,0,0,3,7,"Yes","Yes","Yes","Yes","Yes","Yes",19,"Yes","Yes","Yes","Yes","Yes",93.55,6234.75,70.5,4772.5,"Yes","Yes","Yes",68,3,"No","Yes",57.75,1329.2,"Yes","AMEX","Yes",32.68,876.190909090909,63200,4,3,2.55753462255121,5.8069393647111,0.633971176588947,1.75595468221656,1.89826010634351
"3909","5334-ZONESS-G7E",43,28,18,15,"Male",1,"Labor","Unmarried","Yes","No",1,"No",10,2671.4,25,1.14168,4,142000,"No",4.53832,"Domestic","Own",5,60300,"Yes",4,0,2,1,3,"Yes","Yes","Yes","Yes","No","Yes",25,"Yes","Yes","Yes","Yes","Yes",57.7,3794.7,65,4239.7,"Yes","Yes","Yes",65,2,"Yes","Yes",23.1,509.75,"Yes","Disc","Yes",5.68,267.14,12060,4,4,-0.288111125803521,3.36933498087696,-0.202927241338496,1.57537596367811,1.75064590081162
"3910","0900-YMDOLS-JXB",48,26,11,18,"Male",2,"Labor","Married","Yes","No",3,"No",6,1271.1,30,0.47616,6.4,80000,"No",4.64384,"Foreign","Own",3,44400,"Yes",0,0,0,0,0,"No","No","No","No","No","Yes",18,"No","Yes","Yes","Yes","No",0,0,0,0,"No","No","No",67,3,"No","No",29.25,682.4,"No","Disc","No",5.12,211.85,14800,0,0,-0.860083184514407,-0.421561662771884,-0.0266010324725827,0.45578790873977,0.94131284289542
"3911","9784-YBTNDX-GDJ",38,32,17,1,"Female",1,"Sales","Unmarried","No","No",5,"Yes",9,2395.8,6,0.264862,6.1,26000,"No",1.321138,"Domestic","Own",2,15600,"Yes",0,0,0,0,0,"No","No","No","Yes","Yes","No",17,"Yes","No","No","No","Yes",0,0,0,0,"No","No","No",17,1,"Yes","No",14.7,69.75,"No","Visa","No",1.586,266.2,7800,1,1,-0.400683788362058,-0.421561662771884,-0.652296091040217,-0.519337171367819,-0.524648922386761
"3912","4178-MOLGSG-0HA",51,17,15,21,"Male",3,"Crafts","Unmarried","Yes","No",1,"No",10,11422.1,18,4.03623,5.4,151000,"No",4.11777,"Domestic","Own",1,71700,"Yes",1,0,0,0,0,"Yes","Yes","No","Yes","No","No",16,"Yes","Yes","Yes","Yes","Yes",40.65,1377.2,0,0,"No","No","Yes",32,1,"Yes","Yes",17.85,154.65,"Yes","AMEX","No",8.154,1142.21,71700,3,3,3.28623429600705,0.954257995602479,-0.56558832890459,1.73789681036271,2.33092243290249
"3913","7510-GBZSHE-YEY",36,24,19,7,"Male",6,"Professional","Married","No","No",1,"No",10,10496.2,2,3.68621,15.5,47000,"Yes",3.59879,"Foreign","Own",2,20300,"Yes",4,0,1,0,1,"No","Yes","Yes","Yes","Yes","No",20,"No","Yes","Yes","No","Yes",37.95,191.45,40.55,184.05,"Yes","Yes","Yes",6,3,"Yes","Yes",13.8,34.85,"Yes","AMEX","Yes",7.285,1049.62,10150,3,4,2.9080375316277,-0.230303549501646,-0.687939211164285,-0.14012186243709,-0.285412106524738
"3914","3417-OSBVCO-THV",26,22,20,0,"Female",1,"Agriculture","Unmarried","No","No",3,"Yes",9,2748.5,8,0.998324,8.3,31000,"Yes",1.574676,"Foreign","Own",2,13500,"Yes",4,0,0,0,5,"Yes","Yes","Yes","Yes","Yes","No",22,"Yes","Yes","Yes","Yes","Yes",82,1891.05,57.2,1304.55,"Yes","Yes","Yes",25,2,"Yes","Yes",19.65,163.4,"Yes","AMEX","Yes",2.573,305.388888888889,6750,4,4,-0.256618555835222,1.4675929734239,-0.556652016552567,-0.429047812098598,-0.63154196777192
"3915","3701-JVVYQP-0NB",71,19,12,4,"Female",1,"Sales","Unmarried","Yes","No",2,"No",15,2554.3,14,0.630385,4.9,31000,"No",0.888615,"Foreign","Own",3,13500,"Yes",0,0,0,0,0,"No","Yes","No","No","No","No",20,"No","Yes","Yes","Yes","Yes",23.3,787.95,0,0,"No","No","Yes",34,2,"Yes","No",40.95,463.6,"Yes","Mast","No",1.519,170.286666666667,4500,1,2,-0.335942253472624,0.36559858978118,-0.250059905915166,-0.429047812098598,-0.63154196777192
"3916","9297-HQVEUE-27S",54,32,14,7,"Male",1,"Sales","Unmarried","No","No",4,"No",11,6014.4,19,0.6588,12.2,75000,"No",8.4912,"Foreign","Own",4,29400,"Yes",0,0,0,0,5,"No","No","No","No","Yes","Yes",10,"No","Yes","Yes","Yes","Yes",0,0,0,0,"No","No","No",47,5,"Yes","No",94.35,1529.7,"No","AMEX","No",9.15,546.763636363636,7350,0,1,1.07738383404115,-0.421561662771884,0.838740391055299,0.365498549470549,0.177791090144284
"3917","3759-NJNISE-MZD",23,23,14,0,"Male",5,"Sales","Married","Yes","No",2,"No",6,1867.9,5,0.621736,6.2,23000,"Yes",0.804264,"Domestic","Own",4,9700,"Yes",3,0,0,0,7,"No","Yes","Yes","Yes","Yes","No",21,"Yes","No","No","No","No",26.25,493.95,37.05,713.75,"Yes","Yes","No",21,4,"No","Yes",25.5,156.85,"Yes","Visa","Yes",1.426,311.316666666667,2425,3,2,-0.616311903618415,0.0718932604447994,-0.563341484656081,-0.573510786929352,-0.824967478468874
"3918","6618-VYIFIC-4GS",59,30,14,27,"Male",4,"Labor","Married","No","Yes",5,"Yes",12,3888.5,35,0.38528,3.2,56000,"No",1.40672,"Domestic","Own",3,29500,"Yes",0,0,0,0,0,"No","No","Yes","No","No","Yes",20,"Yes","No","Yes","Yes","Yes",0,0,0,0,"No","Yes","No",67,5,"No","No",69.75,1538.2,"No","AMEX","No",1.792,324.041666666667,9833.33333333333,1,1,0.209030338637684,-0.421561662771884,0.847421380197264,0.0223989842475084,0.182881235162625
"3919","8602-EFMEHA-L7G",44,15,16,15,"Male",1,"Service","Unmarried","No","No",1,"No",8,3632.1,9,4.158948,10.2,74000,"No",3.389052,"Domestic","Own",4,37900,"Yes",0,0,0,0,3,"Yes","No","No","Yes","Yes","No",20,"Yes","Yes","Yes","Yes","Yes",31.3,503.1,41.65,618.35,"Yes","Yes","Yes",16,2,"Yes","Yes",15.15,89.3,"Yes","Disc","Yes",7.548,454.0125,9475,2,4,0.104300183775532,0.0810340895721052,-0.632329816013698,0.347440677616705,0.610453416703261
"3920","1396-PZLGFC-LGF",79,18,17,15,"Female",1,"Professional","Unmarried","Yes","Yes",1,"No",10,3692.1,17,0.408618,6.9,18000,"No",0.833382,"Foreign","Lease",2,13500,"No",2,0,0,0,0,"Yes","No","Yes","Yes","Yes","Yes",20,"No","Yes","No","Yes","Yes",0,0,0,0,"No","No","No",48,1,"No","Yes",17.85,279.3,"No","AMEX","Yes",1.242,369.21,6750,3,1,0.128808020326738,-0.421561662771884,-0.438284176369773,-0.663800146198573,-0.63154196777192
"3921","3089-JEPOZU-08S",43,23,16,13,"Female",3,"Labor","Married","Yes","No",1,"No",13,11108.2,7,2.563078,11.8,203000,"No",21.390922,"Foreign","Own",3,90700,"Yes",3,0,0,0,0,"No","Yes","No","Yes","Yes","No",21,"No","No","Yes","No","No",0,0,32.3,720.65,"Yes","Yes","No",23,3,"Yes","No",26.1,170.5,"No","Visa","Yes",23.954,854.476923076923,30233.3333333333,2,2,3.15801746445,-0.421561662771884,-0.549400837386925,2.67690614676261,3.29804998638726
"3922","0214-ZEXCAK-747",59,41,18,3,"Female",2,"Sales","Unmarried","Yes","No",5,"No",6,627.4,23,0.378972,5.8,18000,"No",0.665028,"Foreign","Own",1,5900,"No",2,0,1,0,1,"Yes","Yes","Yes","Yes","No","Yes",25,"No","Yes","Yes","Yes","Yes",30.85,1661.35,45.75,2447.1,"Yes","Yes","Yes",52,5,"Yes","No",35.7,619.7,"Yes","Visa","Yes",1.044,104.566666666667,5900,4,3,-1.12301142431459,1.23812319740837,-0.0906360935550778,-0.663800146198573,-1.01839298916583
"3923","2001-PQRNIW-35X",79,28,19,37,"Male",1,"Agriculture","Unmarried","Yes","Yes",1,"No",10,3046.3,39,4.044483,6.1,159000,"No",5.654517,"Domestic","Lease",2,78600,"No",3,0,0,0,7,"Yes","Yes","Yes","Yes","No","Yes",18,"Yes","No","No","Yes","No",0,0,43.9,3209.4,"Yes","Yes","No",71,2,"No","No",72.45,1595.55,"No","Disc","No",9.699,304.63,39300,4,1,-0.134977993752738,-0.421561662771884,0.905992524584523,1.88235978519347,2.68214243916801
"3924","1252-QTHRSG-RSZ",44,32,12,2,"Male",1,"Sales","Unmarried","Yes","No",4,"No",12,2176.4,7,2.21728,16,41000,"No",4.34272,"Domestic","Own",4,15800,"Yes",0,0,0,3,3,"No","No","No","No","No","No",20,"No","No","No","No","No",0,0,0,0,"No","No","No",11,4,"Yes","No",24.15,97.6,"No","Visa","No",6.56,181.366666666667,3950,0,1,-0.490300777350967,-0.421561662771884,-0.623853085439779,-0.248469093560155,-0.514468632350079
"3925","4591-JGMXKX-4JY",35,22,11,2,"Female",3,"Sales","Married","No","No",2,"No",14,3929.5,17,0.11088,6.6,40000,"No",2.52912,"Domestic","Own",0,25907.1507883633,"Yes",0,0,0,0,6,"No","No","Yes","No","Yes","Yes",21,"Yes","No","No","Yes","No",0,0,0,0,"No","No","No",63,2,"No","No",68.85,1450.55,"No","AMEX","No",2.64,280.678571428571,Inf,1,0,0.225777360281008,-0.421561662771884,0.757905062751001,-0.266526965414,0
"3926","9408-BETJHC-E3P",64,28,9,6,"Male",2,"Sales","Married","Yes","No",3,"No",16,5719.4,18,0.0091,0.5,52000,"No",0.2509,"Domestic","Own",0,25907.1507883633,"Yes",0,0,0,0,0,"No","No","No","No","No","No",24,"No","Yes","Yes","Yes","Yes",0,0,0,0,"No","No","No",56,4,"Yes","No",35.85,621.7,"No","AMEX","No",0.26,357.4625,Inf,0,1,0.956886970997722,-0.421561662771884,-0.0885935078746155,-0.0498325031678686,0
"3927","0531-HLUVAC-424",21,32,10,5,"Male",4,"Crafts","Unmarried","Yes","No",5,"No",13,7410.4,3,1.777664,11.2,32000,"No",1.806336,"Domestic","Own",2,13200,"Yes",0,0,0,0,0,"No","No","No","No","No","No",15,"Yes","Yes","No","No","No",0,0,0,0,"No","No","No",24,3,"No","No",32.85,260.55,"No","AMEX","No",3.584,570.030769230769,6600,0,0,1.6475994977992,-0.421561662771884,-0.457433417124107,-0.410989940244754,-0.646812402826942
"3928","7258-EITHCE-LTC",49,19,12,15,"Male",2,"Professional","Married","Yes","No",1,"No",13,14036.7,9,3.779712,19.3,51000,"No",6.063288,"Domestic","Own",2,22200,"No",2,0,4,3,7,"No","Yes","No","Yes","Yes","Yes",18,"Yes","Yes","Yes","Yes","No",0,0,33,834,"Yes","No","No",27,1,"Yes","No",21,165,"No","Disc","Yes",9.843,1079.74615384615,11100,2,1,4.35420412012009,-0.421561662771884,-0.555017948008197,-0.0678903750217128,-0.188699351176261
"3929","3575-PFXTFH-GC8",70,18,14,38,"Male",2,"Crafts","Married","Yes","No",2,"No",9,4911.8,31,1.299456,7.2,128000,"No",7.916544,"Domestic","Own",6,78300,"Yes",3,0,1,1,2,"No","Yes","No","Yes","No","Yes",13,"Yes","Yes","Yes","Yes","No",0,0,0,0,"No","Yes","No",68,3,"Yes","Yes",61.05,1432.8,"No","AMEX","No",9.216,545.755555555556,13050,2,3,0.627011491018495,-0.421561662771884,0.739777114836897,1.32256575772429,2.66687200411299
